date,bidclose,tickqty,ema,ema_slow,ema_res1,ema_res2,ema_res3,volumn,value1,tickqtyLimit,peaks_min,peaks_max,sell,zone_sell,buy,zone_buy
2023-02-14 12:51:00,1.07661,324,1.076327401930913,1.076173267028955,1.0760672539881735,1.0760092384072215,1.0759435641380557,211.50724993281634,1,350,,,0,0.0,0,0.0
2023-02-14 12:52:00,1.07672,210,1.076484441171046,1.0762948023359824,1.0761611802643873,1.076086247163702,1.0760003809419074,211.23275809086377,1,350,,,0,0.0,0,0.0
2023-02-14 12:53:00,1.07676,194,1.0765946647078908,1.0763982054628511,1.0762472576141768,1.0761590217272317,1.0760554898920554,208.09535475007743,1,350,,1.0,0,0.0,0,0.0
2023-02-14 12:54:00,1.07635,279,1.0764967988219303,1.076387491053012,1.0762620132185712,1.0761795934205614,1.0760766858069122,221.00115852113325,1,350,,,0,0.0,0,0.0
2023-02-14 12:55:00,1.07606,367,1.0763220792901544,1.0763147042481565,1.0762330226286947,1.0761667426613417,1.0760754938131785,247.57006802963798,1,350,,,0,0.0,0,0.0
2023-02-14 12:56:00,1.07601,435,1.0761972475728052,1.076246984221948,1.0762010378420952,1.076149936891867,1.0760708472543425,281.67309092120564,1,350,,,0,0.0,0,0.0
2023-02-14 12:57:00,1.0758,398,1.0760383485426999,1.076147645300448,1.0761435550728362,1.076112490291619,1.076051754356268,302.8360568838186,1,350,,,0,0.0,0,0.0
2023-02-14 12:58:00,1.07553,429,1.075835009124865,1.0760103810153412,1.0760556531477141,1.076050266917806,1.076015192738409,325.7861520169332,1,350,,,0,0.0,0,0.0
2023-02-14 12:59:00,1.0758,451,1.075821005474888,1.07596362708929,1.076019041589921,1.0760235742859963,1.0760001965911805,348.5613970815463,1,350,,,0,0.0,0,0.0
2023-02-14 13:00:00,1.07599,301,1.075888603285023,1.0759694879885704,1.0760148840623798,1.0760199983480772,1.075999489676218,339.9110452855283,1,350,,,0,0.0,0,0.0
2023-02-14 13:01:00,1.07621,280,1.076017161971117,1.0760229368928913,1.0760428080203617,1.076040209923581,1.0760140141553796,329.01521655293635,1,350,,,0,0.0,0,0.0
2023-02-14 13:02:00,1.07628,275,1.0761222971827207,1.0760800635163796,1.076076744937741,1.076065689432713,1.0760322843945034,319.1921205500192,1,350,,,0,0.0,0,0.0
2023-02-14 13:03:00,1.07652,355,1.0762813783096785,1.076177829160815,1.0761401509231283,1.076113915410246,1.0760656457721454,325.70380884530573,1,350,,,0,0.0,0,0.0
2023-02-14 13:04:00,1.07661,340,1.07641282698583,1.0762738686389643,1.0762073483740584,1.076166529018569,1.0761027372384255,328.3034967919068,1,350,,,0,0.0,0,0.0
2023-02-14 13:05:00,1.07616,305,1.0763116961914874,1.0762485641867336,1.076200577743686,1.0761658371154137,1.0761066249529612,324.0659899728132,1,350,,,0,0.0,0,0.0
2023-02-14 13:06:00,1.07594,292,1.0761630177148833,1.0761799937135892,1.076163321331237,1.076141921347876,1.076095350428549,318.23523874062477,1,350,,,0,0.0,0,0.0
2023-02-14 13:07:00,1.07583,276,1.076029810628925,1.0761022167559442,1.076115669990601,1.0761089103729036,1.0760774520786582,310.55548883802845,1,350,,,0,0.0,0,0.0
2023-02-14 13:08:00,1.07604,243,1.0760338863773553,1.0760883907304228,1.076104853375182,1.0761016216527755,1.07607493326481,298.27186708836297,1,350,,,0,0.0,0,0.0
2023-02-14 13:09:00,1.07616,272,1.076084331826414,1.0761043039728369,1.076112735597352,1.076107793255555,1.0760806387470432,293.4949076552211,1,350,,,0,0.0,0,0.0
2023-02-14 13:10:00,1.0764,246,1.0762105990958493,1.076170014430399,1.076153791820992,1.0761386705478009,1.0761020039395714,284.85909076406205,1,350,,,0,0.0,0,0.0
2023-02-14 13:11:00,1.07633,307,1.0762583594575097,1.0762055668756936,1.0761789741188275,1.0761588799950945,1.0761172205514087,288.88485523216974,1,350,,,0,0.0,0,0.0
2023-02-14 13:12:00,1.0762,324,1.076235015674506,1.0762043297895947,1.0761819788082632,1.0761632217772243,1.0761227330451817,295.2696146524491,1,350,,,0,0.0,0,0.0
2023-02-14 13:13:00,1.07607,311,1.0761690094047036,1.0761744786762284,1.0761659773068777,1.0761533818664395,1.0761192286942152,298.12975349019723,1,350,,,0,0.0,0,0.0
2023-02-14 13:14:00,1.07587,290,1.076049405642822,1.076106816661772,1.0761236845746618,1.0761234785303122,1.0761026983554598,296.65158741068444,1,350,,,0,0.0,0,0.0
2023-02-14 13:15:00,1.07551,301,1.0758336433856932,1.0759741906052043,1.0760359971164615,1.0760587591912947,1.0760634580722173,297.4422206081566,1,350,,,0,0.0,0,0.0
2023-02-14 13:16:00,1.07526,381,1.075604186031416,1.0758154814592196,1.0759251206240679,1.0759745131313194,1.0760103539447756,312.63474422150244,1,350,,,0,0.0,0,0.0
2023-02-14 13:17:00,1.07527,450,1.0754705116188494,1.0756942632843371,1.07583151766393,1.0759002227654861,1.0759614977617913,337.6105144001319,1,350,,,0,0.0,0,0.0
2023-02-14 13:18:00,1.07532,517,1.0754103069713095,1.0756110936267282,1.0757584341420783,1.0758390501051864,1.075919227442431,370.2270720688395,1,350,,,0,0.0,0,0.0
2023-02-14 13:19:00,1.07533,468,1.0753781841827856,1.0755486283536395,1.0756972223943624,1.0757853900826189,1.0758804547714236,388.0040962889967,1,350,,,0,0.0,0,0.0
2023-02-14 13:20:00,1.0757,588,1.0755069105096715,1.075582266506785,1.0756976192333454,1.0757763902778457,1.0758685956423453,424.3672024830511,1,350,,,0,0.0,0,0.0
2023-02-14 13:21:00,1.07574,526,1.075600146305803,1.0756173184018731,1.0757036741278712,1.0757725553854998,1.0758601547371958,442.84598217102246,1,350,,,0,0.0,0,0.0
2023-02-14 13:22:00,1.07564,399,1.0756160877834817,1.0756223587578746,1.0756945771809137,1.075758588054386,1.075845720183296,434.87395391647107,1,350,,,0,0.0,0,0.0
2023-02-14 13:23:00,1.07549,445,1.0755656526700892,1.0755929456966566,1.0756653500986844,1.0757302900086407,1.075822421662707,436.7150591557635,1,350,,,0,0.0,0,0.0
2023-02-14 13:24:00,1.07572,441,1.0756273916020536,1.0756211799892095,1.075673157632877,1.0757292059717354,1.0758157199472553,437.49414136975827,1,350,,,0,0.0,0,0.0
2023-02-14 13:25:00,1.07566,385,1.0756404349612323,1.075629806658968,1.0756712778873698,1.0757219158489963,1.0758055401160889,427.94973137658724,1,350,,,0,0.0,0,0.0
2023-02-14 13:26:00,1.0755,394,1.0755842609767394,1.0756009607329475,1.0756468086842081,1.0756985411280948,1.0757855832323178,421.7770420159234,1,350,,,0,0.0,0,0.0
2023-02-14 13:27:00,1.07564,308,1.0756065565860435,1.075609636126048,1.075645835983227,1.0756923753266148,1.0757760818173665,401.0902771377973,1,350,,,0,0.0,0,0.0
2023-02-14 13:28:00,1.07573,434,1.075655933951626,1.0756363836546057,1.0756578597512172,1.075696337875655,1.0757730765602107,407.07387020443906,1,350,,,0,0.0,0,0.0
2023-02-14 13:29:00,1.07557,454,1.0756215603709758,1.0756216317309257,1.0756453080566262,1.0756830329718965,1.0757598420420496,415.6059020771524,1,350,,,0,0.0,0,0.0
2023-02-14 13:30:00,1.0734,2395,1.0747329362225855,1.075127935779413,1.0753245431572334,1.075442613794202,1.075606151426503,775.4960235969909,1,350,1.0,,0,0.0,0,0.0
2023-02-14 13:31:00,1.07529,2446,1.0749557617335515,1.0751639500512964,1.0753196083333794,1.0754265432084391,1.0755855738546334,1079.2242164683635,1,350,,,0,0.0,0,0.0
2023-02-14 13:32:00,1.07972,2581,1.076861457040131,1.07617640560948,1.075948245225431,1.0758786364435795,1.0758545204537913,1352.2745039493575,1,350,,1.0,1,1.0,0,0.0
2023-02-14 13:33:00,1.07919,3050,1.0777928742240785,1.0768460932590342,1.0764113590561866,1.0762273048221562,1.0760713792668284,1660.9520010026654,1,350,,,1,0.0,0,0.0
2023-02-14 13:34:00,1.07876,2414,1.078179724534447,1.0772714058717026,1.0767468829206062,1.0764939753424192,1.0762460947506907,1797.8698676817942,1,350,,,1,0.0,0,0.0
