,bidhigh,bidlow,bidclose,bidopen,tickqty,row_count,ema,ema_slow,ema_res1,ema_res2,ema_res3,rsi,sto_k,sto_d,MediaSell,MediaBuy,MediaTriggerSell,MediaTriggerBuy,value1,peaks_min,peaks_max,trend_min,trend_max,volumenPipsDiference,volumLimitOperation,volumEnableOperation,priceInPositionSell,priceInPositionBuy,sell,zone_sell,buy,zone_buy
61,177.006,176.981,177.001,176.985,295,61,177.0208258326531,177.0208258326531,177.0208258326531,177.0208258326531,177.0208258326531,47.61786360366147,0.4287292619687777,0.3294119134205662,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
62,177.005,176.993,176.999,177.001,254,62,177.02043469051097,177.02043469051097,177.02043469051097,177.02043469051097,177.02043469051097,47.06127135582138,0.519611443903638,0.41670755100653745,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
63,177.001,176.993,177.0,176.999,227,63,177.02007351001654,177.02007351001654,177.02007351001654,177.02007351001654,177.02007351001654,47.390701235260856,0.6004626126932542,0.516269611114677,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
64,177.016,176.993,177.002,177.0,214,64,177.01975837502596,177.01975837502596,177.01975837502596,177.01975837502596,177.01975837502596,48.082998004413724,0.6731067307544478,0.597728687036373,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
65,177.008,176.991,177.006,177.002,218,65,177.01952166241685,177.01952166241685,177.01952166241685,177.01952166241685,177.01952166241685,49.50682011460429,0.7325425110712909,0.6687055660952176,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
66,177.038,177.006,177.029,177.006,229,66,177.0196826104532,177.0196826104532,177.0196826104532,177.0196826104532,177.0196826104532,56.804944075146274,0.7811715741537785,0.7289417110323073,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
67,177.039,177.022,177.039,177.029,213,67,177.02000642577073,177.02000642577073,177.02000642577073,177.02000642577073,177.02000642577073,59.529833551993185,0.820958847672539,0.778225567360476,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
68,177.038,177.007,177.018,177.037,168,68,177.01997321638487,177.01997321638487,177.01997321638487,177.01997321638487,177.01997321638487,52.130549915223625,0.7956603954818294,0.7992646304084484,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
69,177.02,176.991,176.991,177.018,214,69,177.019499613974,177.019499613974,177.019499613974,177.019499613974,177.019499613974,44.509490867530516,0.6681469119555645,0.7615894442930993,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
70,176.998,176.953,176.965,176.991,285,70,177.01861962317284,177.01861962317284,177.01861962317284,177.01861962317284,177.01861962317284,38.67589662622739,0.5466651752818386,0.670157963560305,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
