,date,bidclose,tickqty,ema,ema_slow,ema_res1,ema_res2,ema_res3,tickqtyLIMIT,volumHight,value1,peaks_min,peaks_max,sell,zone_sell,buy,zone_buy,hma_fast,hma_slow,hma_big1slow,hma_big2slow,hma_big3slow,signal_sell,signal_buy
441,2023-02-15 13:50:00,1.07039,881,1.0698717391257744,1.0695676069141788,1.0692912101483358,1.069102257815114,1.0706810317968032,400,1,1,,1.0,1,1.0,0,0.0,1.0698717391257744,1.0695676069141788,1.0692912101483358,1.0691022578151141,1.0706810317968032,1.0,0.0
442,2023-02-15 13:51:00,1.06973,1185,1.0698008695628871,1.069621737942786,1.0693887190042617,1.0691988335358658,1.070671454691743,400,1,1,,,1,0.0,0,0.0,1.0698008695628873,1.069621737942786,1.0693887190042615,1.0691988335358658,1.070671454691743,0.0,0.0
443,2023-02-15 13:52:00,1.06995,805,1.0698754347814436,1.069731158628524,1.0695134481144255,1.069314397607271,1.0706641903515544,400,1,1,,,1,0.0,0,0.0,1.0698754347814436,1.0697311586285239,1.0695134481144255,1.069314397607271,1.0706641903515544,0.0,0.0
444,2023-02-15 13:53:00,1.07011,936,1.0699927173907218,1.0698574390856823,1.0696460152001088,1.0694367979753832,1.0706586108616682,400,1,1,,,1,0.0,0,0.0,1.0699927173907218,1.0698574390856825,1.0696460152001088,1.0694367979753832,1.0706586108616682,0.0,0.0
445,2023-02-15 13:54:00,1.06987,989,1.069931358695361,1.069861626057122,1.0696957896000847,1.0695034444407088,1.0706506722011573,400,1,1,,,1,0.0,0,0.0,1.069931358695361,1.0698616260571219,1.0696957896000847,1.0695034444407088,1.0706506722011573,0.0,0.0
446,2023-02-15 13:55:00,1.06946,787,1.0696956793476806,1.0697277507047478,1.0696433919111772,1.0694967606805998,1.0706386875293556,400,1,1,,,1,0.0,0,0.0,1.0696956793476806,1.0697277507047478,1.0696433919111772,1.0694967606805998,1.0706386875293556,0.0,0.0
447,2023-02-15 13:56:00,1.06925,597,1.0694728396738404,1.069568500469832,1.0695559714864713,1.069458797498969,1.070624711351105,400,1,1,,,1,0.0,0,0.0,1.0694728396738404,1.0695685004698319,1.0695559714864713,1.069458797498969,1.070624711351105,0.0,0.0
448,2023-02-15 13:57:00,1.06894,672,1.0692064198369202,1.0693590003132212,1.0694190889339223,1.0693789824991278,1.0706077578317952,400,1,1,,,1,0.0,0,0.0,1.0692064198369202,1.0693590003132212,1.0694190889339223,1.0693789824991278,1.0706077578317952,0.0,0.0
449,2023-02-15 13:58:00,1.06833,763,1.06876820991846,1.069016000208814,1.0691770691708289,1.069217600576185,1.070584838978852,400,1,1,,,1,0.0,0,0.0,1.06876820991846,1.069016000208814,1.0691770691708287,1.069217600576185,1.0705848389788521,0.0,0.0
450,2023-02-15 13:59:00,1.06829,701,1.06852910495923,1.0687740001392092,1.0689799426884223,1.0690748927952336,1.0705617508356775,400,1,1,,,1,0.0,0,0.0,1.06852910495923,1.0687740001392092,1.0689799426884223,1.0690748927952336,1.0705617508356777,0.0,0.0
451,2023-02-15 14:00:00,1.0683,775,1.0684145524796151,1.0686160000928062,1.0688288443132177,1.0689556785190435,1.0705389981065645,400,1,1,,,1,0.0,0,0.0,1.0684145524796151,1.0686160000928062,1.0688288443132177,1.0689556785190437,1.0705389981065643,0.0,0.0
