date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty,ema,ema_slow,ema_res1,ema_res2,ema_res3,tickqtySMAFast,tickqtySMA,RSI,RSI_uppval,RSI_subval,zone_upp_rsi,zone_sub_rsi,sell,zone_sell,buy,zone_buy
2022-11-30 12:55:00,1.03644,1.03674,1.03674,1.03644,1.03647,1.03675,1.03677,1.03646,220,1.0365266666666668,1.0363493333333333,1.0363074,1.03616925,1.0360620999999999,160.0,183.52,59.04863329035212,True,False,True,False,False,False,True,False
2022-11-30 12:56:00,1.03673,1.03695,1.037,1.03668,1.03675,1.03697,1.03703,1.0367,283,1.0367066666666667,1.0363693333333335,1.036325,1.0361828750000002,1.0360836999999998,172.5,183.65,62.8930619499138,True,False,False,False,False,False,True,False
2022-11-30 12:57:00,1.03696,1.03694,1.03701,1.03677,1.03698,1.03695,1.03703,1.03679,296,1.0368766666666667,1.0363933333333335,1.0363382,1.03619525,1.0361041999999998,192.2,183.93,62.593259689204736,True,False,False,False,False,False,True,False
2022-11-30 12:58:00,1.03693,1.03709,1.03711,1.03686,1.03695,1.03713,1.03714,1.03687,216,1.0369933333333334,1.036421,1.0363520000000002,1.0362113750000002,1.036125,205.7,183.27,65.25507560743551,True,False,False,False,False,False,True,False
2022-11-30 12:59:00,1.03708,1.03684,1.03715,1.0367,1.03712,1.03686,1.03718,1.03673,278,1.0369566666666667,1.0364366666666667,1.0363634,1.036222125,1.0361384,219.1,183.96,57.898023012473985,True,False,False,False,False,False,True,False
2022-11-30 13:00:00,1.03683,1.0372,1.03721,1.03674,1.03685,1.03722,1.03722,1.03676,299,1.0370433333333333,1.0364543333333336,1.0363838,1.0362395,1.0361549,229.9,185.58,64.13636996443913,True,False,False,False,False,False,True,False
2022-11-30 13:01:00,1.03719,1.03706,1.0372,1.03689,1.03721,1.03707,1.03721,1.03693,292,1.0370333333333335,1.0364773333333333,1.0363969999999998,1.036255,1.0361699,235.6,186.28,60.40693859128282,True,False,False,False,False,False,True,False
2022-11-30 13:02:00,1.03705,1.03701,1.03711,1.03692,1.03707,1.03702,1.03713,1.03695,310,1.0370899999999998,1.0364976666666668,1.0364095999999998,1.0362685,1.0361809999999998,246.5,187.97,59.09209876237558,True,False,False,False,False,False,True,False
2022-11-30 13:03:00,1.03701,1.03669,1.03702,1.03666,1.03703,1.03673,1.03704,1.0367,305,1.03692,1.036509,1.0364172,1.0362773749999998,1.0361885999999998,258.6,189.63,51.41773833550156,False,False,True,False,False,False,True,False
2022-11-30 13:04:00,1.03669,1.0369,1.03692,1.03669,1.03672,1.03692,1.03694,1.03672,307,1.0368666666666666,1.0365256666666667,1.0364272,1.0362894999999999,1.0361984999999998,280.6,191.3,55.48285162944732,True,False,True,False,False,False,True,False
2022-11-30 13:05:00,1.0369,1.03704,1.03707,1.03685,1.03693,1.03706,1.03709,1.03686,228,1.0368766666666664,1.0365473333333333,1.036443,1.0362984999999998,1.0362114,281.4,191.96,57.99348633554275,True,False,False,False,False,False,True,False
2022-11-30 13:06:00,1.03704,1.0372,1.03723,1.03699,1.03705,1.03722,1.03726,1.03701,314,1.0370466666666667,1.0365803333333332,1.0364639999999998,1.0363064999999998,1.0362267,284.5,193.71,60.70696807023998,True,False,False,False,False,False,True,False
2022-11-30 13:07:00,1.03722,1.03716,1.03741,1.03702,1.03724,1.03718,1.03743,1.03703,299,1.0371333333333332,1.036616,1.0364844,1.036314875,1.0362407000000002,284.8,195.65,59.67444004471593,True,False,False,False,False,False,True,False
2022-11-30 13:08:00,1.03716,1.037,1.03717,1.03699,1.03717,1.03703,1.03719,1.03701,172,1.03712,1.0366463333333333,1.0365022000000002,1.036324,1.0362528,280.4,195.35,55.62011640731802,True,False,False,False,False,False,True,False
2022-11-30 13:09:00,1.03699,1.03687,1.03706,1.03683,1.03702,1.03689,1.03708,1.03687,174,1.03701,1.0366779999999998,1.0365168000000002,1.0363306250000002,1.036263,270.0,195.65,52.5141753889475,False,False,True,False,False,False,True,False
2022-11-30 13:10:00,1.03687,1.03696,1.03696,1.03664,1.0369,1.03699,1.03699,1.03666,289,1.0369433333333333,1.0367083333333331,1.03653,1.036342625,1.0362761,269.0,196.63,54.40286773685897,False,False,False,False,False,False,True,False
2022-11-30 13:11:00,1.03697,1.03721,1.03722,1.03697,1.037,1.03723,1.03724,1.037,256,1.0370133333333333,1.036739,1.0365476,1.0363605,1.0362893,265.4,197.71,59.2291003887771,True,False,True,False,False,False,True,False
2022-11-30 13:12:00,1.0372,1.03726,1.03733,1.03716,1.03723,1.03728,1.03734,1.03717,251,1.0371433333333335,1.0367816666666667,1.0365712,1.036383,1.0363049,259.5,198.8,60.1333201858197,True,False,False,False,False,False,True,False
2022-11-30 13:13:00,1.03727,1.03744,1.03745,1.03717,1.03728,1.03747,1.03747,1.03719,223,1.0373033333333332,1.036824,1.0365934,1.0364046249999999,1.0363206,251.3,198.66,63.274928856604035,True,False,False,False,False,False,True,False
2022-11-30 13:14:00,1.03743,1.03764,1.0378,1.03743,1.03747,1.0378,1.03788,1.03747,335,1.0374466666666666,1.0368673333333336,1.0366236,1.036428375,1.0363385,254.1,199.71,66.42472409985233,True,False,False,False,False,False,True,False
2022-11-30 13:15:00,1.03765,1.03831,1.0392,1.03765,1.0378,1.03837,1.03927,1.0378,514,1.0377966666666667,1.0369346666666668,1.0366650000000002,1.036460375,1.0363631,282.7,203.19,74.32772544923715,True,False,False,False,False,False,True,False
2022-11-30 13:16:00,1.03832,1.03794,1.03849,1.03782,1.03837,1.03798,1.03853,1.03787,406,1.0379633333333331,1.0369843333333333,1.0366968,1.036487625,1.0363839000000001,291.9,206.22,65.241444174903,True,False,False,False,False,False,True,False
2022-11-30 13:17:00,1.03794,1.03758,1.03812,1.03745,1.03799,1.03762,1.03817,1.03748,410,1.0379433333333334,1.037024,1.0367239999999998,1.0365105,1.0364002,303.0,209.22,57.86698479810636,True,False,False,False,False,False,True,False
2022-11-30 13:18:00,1.03758,1.0378,1.03791,1.03729,1.03761,1.03781,1.03792,1.03732,443,1.0377733333333332,1.0370683333333333,1.0367548,1.036533125,1.0364202,330.1,212.52,60.77036737412464,True,False,False,False,False,False,True,False
2022-11-30 13:19:00,1.03779,1.03805,1.0381,1.03778,1.03781,1.03808,1.03812,1.0378,365,1.0378100000000001,1.0371243333333333,1.0367883999999998,1.0365600000000001,1.0364409,349.2,214.69,63.80696520657748,True,False,False,False,False,False,True,False
2022-11-30 13:20:00,1.03809,1.03812,1.03847,1.03806,1.03811,1.03814,1.03848,1.03809,338,1.03799,1.0371696666666665,1.0368174000000001,1.03658925,1.0364640000000003,354.1,215.84,64.62835545646047,True,False,False,False,False,False,True,False
2022-11-30 13:21:00,1.03812,1.03809,1.03843,1.03795,1.03813,1.03811,1.03844,1.03796,378,1.0380866666666666,1.0372169999999998,1.0368518,1.036615875,1.0364867000000002,366.3,218.35,63.961807032396834,True,False,False,False,False,False,True,False
2022-11-30 13:22:00,1.03809,1.03827,1.03834,1.03806,1.0381,1.03829,1.03836,1.03809,362,1.0381599999999997,1.0372733333333333,1.0368892,1.0366431249999999,1.0365101,377.4,220.97,66.20262242140853,True,False,False,False,False,False,True,False
2022-11-30 13:23:00,1.03827,1.03841,1.03848,1.03824,1.0383,1.03842,1.0385,1.03825,308,1.0382566666666666,1.03734,1.0369304,1.0366757500000001,1.0365344,385.9,223.03,67.86758761150833,True,False,False,False,False,False,True,False
2022-11-30 13:24:00,1.03842,1.03873,1.03885,1.03842,1.03843,1.03875,1.03887,1.03843,332,1.03847,1.0374166666666667,1.036977,1.0367112500000002,1.0365623999999998,385.6,225.06,71.326844471362,True,False,False,False,False,False,True,False
2022-11-30 13:25:00,1.03872,1.03889,1.0389,1.03857,1.03875,1.03891,1.03893,1.03858,315,1.0386766666666667,1.0374883333333333,1.0370270000000001,1.03675025,1.0365881000000001,365.7,225.46,72.89034045526255,True,False,False,False,False,False,True,False
2022-11-30 13:26:00,1.0389,1.03871,1.03891,1.03855,1.03893,1.03875,1.03893,1.03857,361,1.0387766666666667,1.037547,1.0370770000000002,1.03678325,1.0366095999999998,361.2,226.61,68.39501174579816,True,False,False,False,False,False,True,False
2022-11-30 13:27:00,1.03871,1.03859,1.03882,1.03834,1.03875,1.03864,1.03885,1.03838,364,1.0387300000000002,1.037602,1.037127,1.036812125,1.0366305999999998,356.6,228.36,65.50921439250257,True,False,False,False,False,False,True,False
2022-11-30 13:28:00,1.03858,1.03834,1.03861,1.03833,1.03864,1.03838,1.03864,1.03836,203,1.0385466666666667,1.0376436666666666,1.037172,1.036836375,1.0366513,332.6,228.93,59.87054537817969,True,False,False,False,False,False,True,False
2022-11-30 13:29:00,1.03834,1.03839,1.03858,1.03825,1.03839,1.03853,1.03865,1.03829,351,1.0384399999999998,1.0376953333333334,1.0372214,1.036862875,1.0366718,331.2,230.2,60.5973092180449,True,False,False,False,False,False,True,False
2022-11-30 13:30:00,1.03838,1.03734,1.03859,1.03726,1.03854,1.03738,1.0387,1.0373,258,1.0380233333333333,1.0376999999999998,1.0372472000000001,1.036877375,1.0366852000000002,323.2,230.51,43.053582130509135,False,True,True,True,False,False,True,False
2022-11-30 13:31:00,1.03734,1.03759,1.03763,1.03718,1.03739,1.03762,1.03766,1.03723,283,1.0377733333333332,1.0377176666666668,1.0372732,1.03689225,1.0367033,313.7,231.18,46.970126465861895,False,False,False,True,False,False,True,False
2022-11-30 13:32:00,1.0376,1.03733,1.03779,1.03726,1.03762,1.03735,1.03784,1.0373,253,1.03742,1.0377283333333334,1.0373002,1.036904125,1.036722,302.8,231.23,43.62674442813001,False,True,False,True,False,False,False,True
2022-11-30 13:33:00,1.03731,1.03706,1.03733,1.0369,1.03733,1.03709,1.03735,1.03692,329,1.0373266666666667,1.0377406666666669,1.037318,1.0369135,1.0367354999999998,304.9,232.28,40.42512787087336,False,True,False,False,False,False,False,False
2022-11-30 13:34:00,1.03706,1.03721,1.03736,1.03692,1.0371,1.03723,1.03737,1.03694,424,1.0372000000000001,1.037751,1.0373354000000001,1.036923625,1.0367502,314.1,234.01,42.91858530013178,False,True,False,False,False,False,False,False
2022-11-30 13:35:00,1.03722,1.03748,1.03752,1.03716,1.03723,1.03752,1.03754,1.03718,384,1.03725,1.0377656666666668,1.0373592,1.0369389999999998,1.0367675,321.0,235.85,47.181990385065085,False,False,False,True,False,False,False,False
2022-11-30 13:36:00,1.03748,1.03705,1.03748,1.03695,1.0375,1.03707,1.03751,1.03696,301,1.0372466666666667,1.0377606666666668,1.0373712000000002,1.0369502499999999,1.0367803999999998,315.0,236.76,41.84851998795207,False,True,False,True,False,False,False,False
2022-11-30 13:37:00,1.03705,1.0369,1.03712,1.0368,1.03707,1.03692,1.03714,1.03682,349,1.0371433333333335,1.037752,1.0373814000000001,1.03695975,1.0367919,313.5,238.12,40.15212045747736,False,True,False,False,False,False,False,False
2022-11-30 13:38:00,1.0369,1.03722,1.03735,1.03673,1.03691,1.03724,1.03737,1.03676,468,1.0370566666666667,1.0377593333333333,1.0373964,1.036973625,1.0368042,340.0,240.56,45.227115213966705,False,False,False,True,False,False,False,False
2022-11-30 13:39:00,1.03723,1.03715,1.03732,1.03706,1.03725,1.03716,1.03734,1.03708,348,1.0370899999999998,1.0377686666666668,1.0374119999999998,1.03698625,1.0368167,339.7,242.35,44.345761513267064,False,True,False,True,False,False,False,False
2022-11-30 13:40:00,1.03714,1.03775,1.03782,1.03705,1.03716,1.03776,1.03783,1.03707,360,1.0373733333333333,1.037795,1.0374318,1.037004375,1.0368364,349.9,243.0,52.79398045862626,False,False,False,True,False,False,False,False
2022-11-30 13:41:00,1.03773,1.03759,1.03775,1.03744,1.03774,1.03761,1.03776,1.03746,283,1.0374966666666667,1.0378076666666667,1.0374501999999999,1.037020125,1.0368527,349.9,243.46,50.599435205394194,False,False,False,False,False,False,False,False
2022-11-30 13:42:00,1.03759,1.03726,1.03759,1.0372,1.03761,1.03729,1.03761,1.03723,331,1.0375333333333332,1.0378076666666667,1.0374638,1.0370348749999998,1.0368644,357.7,244.8,46.342502398872305,False,False,False,False,False,False,False,False
2022-11-30 13:43:00,1.03727,1.03713,1.0374,1.03709,1.03729,1.03715,1.03744,1.03711,479,1.0373266666666667,1.0377973333333332,1.0374782,1.0370448749999999,1.0368777,372.7,247.52,44.75333670010931,False,True,False,True,False,False,False,False
2022-11-30 13:44:00,1.03714,1.03704,1.03731,1.03693,1.03716,1.03706,1.03732,1.03695,319,1.0371433333333335,1.0377773333333333,1.0374903999999998,1.0370562499999998,1.0368892,362.2,248.94,43.643219423560524,False,True,False,False,False,False,False,False
2022-11-30 13:45:00,1.03704,1.03665,1.03704,1.03665,1.03705,1.03667,1.03705,1.03667,205,1.0369400000000002,1.037722,1.0374885999999999,1.037061375,1.036898,344.3,249.1,39.136032610995194,False,True,False,False,False,False,False,False
2022-11-30 13:46:00,1.03664,1.03679,1.03679,1.0365,1.03666,1.03681,1.03681,1.03652,309,1.0368266666666666,1.037683666666667,1.0374854,1.037066875,1.0369052,345.1,250.17,41.461225868387736,False,True,False,False,True,True,False,False
2022-11-30 13:47:00,1.03679,1.0364,1.0369,1.03639,1.03681,1.03642,1.03691,1.0364,249,1.0366133333333334,1.0376443333333334,1.0374746000000001,1.037069125,1.0369064,335.1,250.74,37.21751345170764,False,True,False,False,True,False,False,False
2022-11-30 13:48:00,1.0364,1.03662,1.03669,1.03627,1.03641,1.03664,1.03671,1.03629,282,1.0366033333333335,1.037605,1.0374652,1.037073625,1.0369085999999998,316.5,251.63,40.87510723134643,False,True,False,False,True,False,False,False
2022-11-30 13:49:00,1.03663,1.0366,1.03713,1.03659,1.03665,1.03662,1.03715,1.0366,320,1.03654,1.0375566666666667,1.0374603999999998,1.0370765,1.0369119,313.7,253.4,40.644470240342194,False,True,False,False,True,False,False,False
2022-11-30 13:50:00,1.03659,1.03688,1.03688,1.03645,1.03662,1.0369,1.0369,1.03647,287,1.0367,1.0375153333333333,1.037454,1.037079125,1.0369189,306.4,254.5,45.276144466271916,False,False,False,True,True,False,False,False
2022-11-30 13:51:00,1.03689,1.03742,1.03746,1.03676,1.03691,1.03744,1.03747,1.03678,296,1.0369666666666666,1.037493,1.0374611999999999,1.03709225,1.0369290999999998,307.7,255.49,52.8746827884667,False,False,False,False,False,True,False,False
2022-11-30 13:52:00,1.03745,1.0371,1.03745,1.0371,1.03746,1.03711,1.03746,1.03711,266,1.0371333333333332,1.0374539999999999,1.037463,1.0371009999999998,1.0369363,301.2,256.7,48.59089715535684,False,False,False,False,False,False,False,False
2022-11-30 13:53:00,1.03709,1.03662,1.03723,1.03658,1.03711,1.03664,1.03725,1.0366,216,1.0370466666666667,1.0373943333333333,1.0374616,1.037104375,1.0369393999999998,274.9,257.45,42.992917054701216,False,True,False,True,False,False,False,False
2022-11-30 13:54:00,1.03662,1.03686,1.03689,1.03661,1.03663,1.03687,1.03691,1.03663,238,1.03686,1.037332,1.0374607999999998,1.0371101249999999,1.036944,266.8,258.02,46.30674095350891,False,False,False,True,True,True,False,False
2022-11-30 13:55:00,1.03687,1.03674,1.03697,1.03666,1.03688,1.03675,1.037,1.03668,232,1.03674,1.0372603333333332,1.0374548,1.0371145,1.0369489,269.5,258.44,44.9082490475904,False,True,False,True,True,False,False,False
2022-11-30 13:56:00,1.03674,1.0367,1.03676,1.03654,1.03676,1.03672,1.03677,1.03656,256,1.0367666666666666,1.0371933333333332,1.0374448,1.0371206249999998,1.0369544,264.2,259.33,44.429040404512385,False,True,False,False,True,False,False,False
2022-11-30 13:57:00,1.03671,1.03623,1.03679,1.03622,1.03672,1.03625,1.03681,1.03624,331,1.0365566666666666,1.0371146666666666,1.0374262,1.037122375,1.0369553,272.4,261.35,39.16736593495097,False,True,False,False,True,False,False,False
2022-11-30 13:58:00,1.03623,1.03585,1.03623,1.03574,1.03624,1.03587,1.03624,1.03576,357,1.03626,1.0370316666666666,1.0374032,1.037119375,1.0369526999999998,279.9,262.99,35.52304823867007,False,True,False,False,True,False,False,False
2022-11-30 13:59:00,1.03577,1.03599,1.03609,1.03574,1.03578,1.03602,1.03613,1.03575,355,1.0360233333333333,1.0369516666666667,1.0373855999999997,1.0371202499999999,1.0369512,283.4,264.7,37.80727448008861,False,True,False,False,True,False,False,False
2022-11-30 14:00:00,1.03599,1.03599,1.03611,1.03584,1.036,1.036,1.03614,1.03585,293,1.0359433333333332,1.0369066666666666,1.0373662,1.0371194999999997,1.0369480999999998,284.0,265.59,37.80727448008861,False,True,False,False,True,False,False,False
2022-11-30 14:01:00,1.03598,1.03605,1.03626,1.03594,1.036,1.03607,1.03629,1.03596,320,1.0360099999999999,1.0368553333333332,1.0373430000000001,1.0371165,1.0369453,286.4,268.14,38.87269131666237,False,True,False,False,True,False,False,False
2022-11-30 14:02:00,1.03605,1.03599,1.03614,1.03589,1.03606,1.03601,1.03615,1.03591,318,1.0360099999999999,1.0368106666666665,1.0373176000000002,1.037116625,1.0369444,291.6,269.6,38.1720612013239,False,True,False,False,True,False,False,False
2022-11-30 14:03:00,1.036,1.03593,1.03629,1.03592,1.03601,1.03597,1.0363,1.03596,299,1.03599,1.036773,1.0372874,1.037113625,1.0369404,299.9,270.89,37.4488814381226,False,True,False,False,True,False,False,False
2022-11-30 14:04:00,1.03594,1.03635,1.03649,1.03591,1.03597,1.03637,1.03652,1.03592,230,1.03609,1.0367443333333333,1.0372616000000001,1.03711375,1.0369426,299.1,271.14,45.23098250664223,False,False,False,True,True,False,False,False
2022-11-30 14:05:00,1.03635,1.03664,1.03666,1.0363,1.03638,1.03666,1.03667,1.03631,203,1.0363066666666667,1.0367163333333334,1.0372282,1.037118125,1.0369465999999998,296.2,271.35,49.84703102582075,False,False,False,False,True,False,False,False
2022-11-30 14:06:00,1.03665,1.0369,1.0369,1.03663,1.03667,1.03693,1.03693,1.03664,295,1.03663,1.0367113333333333,1.0372074,1.03712375,1.0369521,300.1,273.24,53.603335184812536,False,False,False,False,True,False,False,False
2022-11-30 14:07:00,1.03691,1.03713,1.03716,1.03685,1.03695,1.03715,1.03718,1.03688,290,1.0368899999999999,1.036719,1.0371984,1.037133,1.0369612,296.0,274.33,56.678611759569,True,False,True,False,False,True,False,False
2022-11-30 14:08:00,1.0371,1.03725,1.03734,1.03708,1.03712,1.03726,1.03737,1.0371,351,1.0370933333333332,1.0367199999999999,1.0371873999999999,1.03714275,1.0369711000000001,295.4,276.44,58.226415161866605,True,False,False,False,False,False,False,False
2022-11-30 14:09:00,1.03725,1.03699,1.03733,1.03689,1.03727,1.03702,1.03735,1.03692,362,1.0371233333333334,1.0367146666666665,1.0371662000000001,1.0371504999999999,1.0369773,296.1,278.31,53.76693688818076,False,False,True,False,False,False,False,False
2022-11-30 14:10:00,1.03695,1.03745,1.03756,1.03694,1.03697,1.03747,1.03758,1.03696,284,1.03723,1.0367046666666666,1.0371528,1.037159125,1.0369851,295.2,279.24,59.62818353275161,True,False,True,False,False,False,True,True
2022-11-30 14:11:00,1.03744,1.03754,1.03771,1.03732,1.03746,1.03756,1.03772,1.03733,290,1.0373266666666667,1.036703,1.0371418,1.0371700000000001,1.0369968,292.2,279.98,60.673318858493005,True,False,False,False,False,False,True,False
2022-11-30 14:12:00,1.03755,1.03772,1.03773,1.03739,1.03757,1.03775,1.03775,1.03741,403,1.0375699999999999,1.0367183333333334,1.0371308,1.03718425,1.03701,300.7,281.64,62.74025624055981,True,False,False,False,False,False,True,False
2022-11-30 14:13:00,1.0377,1.03783,1.03791,1.03762,1.03772,1.03784,1.03794,1.03764,338,1.0376966666666667,1.0367416666666667,1.0371192,1.037202,1.0370248000000002,304.6,283.5,63.9798211991489,True,False,False,False,False,False,True,False
2022-11-30 14:14:00,1.03782,1.03789,1.03803,1.03782,1.03784,1.03791,1.03804,1.03784,351,1.0378133333333333,1.03677,1.0371024,1.03722025,1.0370397,316.7,284.73,64.66678580474681,True,False,False,False,False,False,True,False
2022-11-30 14:15:00,1.03789,1.03845,1.03867,1.03788,1.0379,1.03847,1.03869,1.0379,360,1.0380566666666666,1.03683,1.0370936,1.037241625,1.0370602999999998,332.4,286.02,70.32609255994906,True,False,False,False,False,False,True,False
2022-11-30 14:16:00,1.03844,1.03854,1.03858,1.03839,1.03845,1.03855,1.03861,1.03842,357,1.0382933333333335,1.0368883333333334,1.0370901999999997,1.0372615,1.0370835999999999,338.6,287.02,71.12253940183625,True,False,False,False,False,False,True,False
2022-11-30 14:17:00,1.03855,1.03884,1.03922,1.03855,1.03856,1.03886,1.03924,1.03856,478,1.03861,1.0369696666666668,1.0370951999999998,1.03728525,1.0371111,357.4,289.59,73.64851483531241,True,False,False,False,False,False,True,False
2022-11-30 14:18:00,1.03885,1.03878,1.0391,1.03876,1.03887,1.0388,1.03912,1.03877,400,1.0387199999999999,1.0370416666666669,1.037104,1.037306375,1.037138,362.3,291.44,72.2934432097521,True,False,False,False,False,False,True,False
